field_id,field_name,canonical_csv_name,endpoint,json_path,parent_object,yahoo_type,csv_type,db_type,applies_to,field_category,description,units,enum_group,update_frequency,nullable,presence,stability,evidence_status,evidence_symbols,evidence_market_states,example_value,formula_relationship,related_fields,validation_rule,parser_action,flattening_rule,collision_group,source_url,developer_notes,first_seen_release,last_reviewed_date,status
YF00061,chart_currency,currency,chart,chart.result[].meta.currency,chart.result[].meta,string enum,TEXT,CHAR(3),Most,Currency,Chart trading currency,ISO-style currency code,currency,Static/infrequent,Yes,Common,Common,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,USD,,quote.currency,Store as text,Map,Repeat chart meta on every row,currency,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Can differ by region.,v0.3.0,2026-07-09,draft
YF00062,chart_exchangeName,exchange_name,chart,chart.result[].meta.exchangeName,chart.result[].meta,string enum,TEXT,VARCHAR(32),Most,Exchange,Chart exchange code/name,,exchange,Static/infrequent,Yes,Common,Common,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,NMS,,quote.exchange,Allow new values,Map,Repeat chart meta on every row,exchange,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Display/metadata.,v0.3.0,2026-07-09,draft
YF00063,chart_instrumentType,instrument_type,chart,chart.result[].meta.instrumentType,chart.result[].meta,string enum,TEXT,VARCHAR(32),Most,Identification,Chart instrument type,,instrumentType,Static/infrequent,Yes,Common,Common,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,EQUITY,Compare with quoteType,quoteType,Use for parser routing after endpoint,Map,Repeat chart meta on every row,classification,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",More reliable than suffix alone.,v0.3.0,2026-07-09,draft
YF00064,firstTradeDate,first_trade_date_epoch_s,chart,chart.result[].meta.firstTradeDate,chart.result[].meta,unix seconds,DATETIME,BIGINT + TIMESTAMP,Most,Time,First trade date/time in seconds since epoch,Unix seconds,,Static/infrequent,Yes,Common,Common,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,345479400,,firstTradeDateMilliseconds,Do not parse as milliseconds,Map,Repeat chart meta on every row,time,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Chart uses seconds.,v0.3.0,2026-07-09,draft
YF00065,regularMarketTime,regular_market_time_epoch_s,chart,chart.result[].meta.regularMarketTime,chart.result[].meta,unix seconds,DATETIME,BIGINT + TIMESTAMP,Most,Time,Latest regular-market timestamp in chart metadata,Unix seconds,,Intraday/delayed,Yes,Common,Common,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,1689278404,,regularMarketPrice,Convert from Unix seconds,Map,Repeat chart meta on every row,time,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Same conceptual field as quote regularMarketTime.,v0.3.0,2026-07-09,draft
YF00066,gmtoffset,gmt_offset_seconds,chart,chart.result[].meta.gmtoffset,chart.result[].meta,integer,INTEGER,INTEGER,Most,Time,Exchange GMT offset in seconds,Seconds,,Static/session,Yes,Common,Common,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,-14400,,timezone,Use timezone name when possible,Map,Repeat chart meta on every row,time,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits","Chart offset is seconds, not milliseconds.",v0.3.0,2026-07-09,draft
YF00067,timezone,timezone,chart,chart.result[].meta.timezone,chart.result[].meta,string,TEXT,VARCHAR(64),Most,Time,Exchange timezone abbreviation/name as returned,,,Static/session,Yes,Common,Common,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,EDT,,exchangeTimezoneName;gmtoffset,Store as text,Map,Repeat chart meta on every row,time,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Use exchangeTimezoneName when full IANA-like name exists.,v0.3.0,2026-07-09,draft
YF00068,exchangeTimezoneName,exchange_timezone_name,chart,chart.result[].meta.exchangeTimezoneName,chart.result[].meta,string,TEXT,VARCHAR(64),Most,Time,Exchange timezone name,Timezone name,,Static/session,Yes,Common,Common,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,America/New_York,,timezone;gmtoffset,Store as text,Map,Repeat chart meta on every row,time,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Useful for local exchange timestamp conversion.,v0.3.0,2026-07-09,draft
YF00069,regularMarketPrice,regular_market_price,chart,chart.result[].meta.regularMarketPrice,chart.result[].meta,number,DECIMAL,"DECIMAL(28,10)",Most,Market Data,Regular market price in chart metadata,Price/currency units,,Intraday/delayed,Yes,Common,Common,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,190.54,,quote.regularMarketPrice,Numeric if present,Map,Repeat chart meta on every row,price,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Collision with quote field; qualify by endpoint.,v0.3.0,2026-07-09,draft
YF00070,chartPreviousClose,chart_previous_close,chart,chart.result[].meta.chartPreviousClose,chart.result[].meta,number,DECIMAL,"DECIMAL(28,10)",Most,Market Data,Previous close used by chart endpoint,Price/currency units,,Daily,Yes,Common,Common,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,189.77,,previousClose,Numeric if present,Map,Repeat chart meta on every row,price,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Can differ from quote previous close by range/session.,v0.3.0,2026-07-09,draft
YF00071,previousClose,previous_close,chart,chart.result[].meta.previousClose,chart.result[].meta,number,DECIMAL,"DECIMAL(28,10)",Most,Market Data,Previous close in chart metadata,Price/currency units,,Daily,Yes,Common,Common,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,189.77,,chartPreviousClose,Numeric if present,Map,Repeat chart meta on every row,price,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Path differs by chart variant.,v0.3.0,2026-07-09,draft
YF00072,dataGranularity,data_granularity,chart,chart.result[].meta.dataGranularity,chart.result[].meta,string enum,TEXT,VARCHAR(16),Most,Chart Metadata,Granularity of returned chart data,,interval,Per request,Yes,Common,Stable,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,1d,,range;validRanges,Must match requested or accepted interval,Map,Repeat chart meta on every row,request,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Yahoo may coerce unsupported combinations.,v0.3.0,2026-07-09,draft
YF00073,range,range,chart,chart.result[].meta.range,chart.result[].meta,string enum,TEXT,VARCHAR(16),Most,Chart Metadata,Range of returned chart data,,range,Per request,Yes,Common,Stable,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,1mo,,dataGranularity;validRanges,Must match requested or accepted range,Map,Repeat chart meta on every row,request,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Yahoo may coerce unsupported combinations.,v0.3.0,2026-07-09,draft
YF00074,validRanges,valid_ranges_json,chart,chart.result[].meta.validRanges[],chart.result[].meta,array[string],JSON/TEXT,JSON,Most,Chart Metadata,Valid range values for the symbol/request,,range,Per request,Yes,Common,Common,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,"['1d','5d','1mo']",,range,Store as JSON or child rows,Map,Repeat chart meta on every row,array,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Do not split into fixed columns unless needed.,v0.3.0,2026-07-09,draft
YF00075,timestamp,timestamp_epoch_s,chart,chart.result[].timestamp[],chart.result[],array[unix seconds],ROWS,BIGINT + TIMESTAMP,Most,Time Series,Time-series timestamp array,Unix seconds,,Per bar,Yes,Common,Stable,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,1689278400,,open;high;low;close;volume,Array lengths must align,Map,Flatten aligned arrays by timestamp index,time_series,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",One output row per timestamp index.,v0.3.0,2026-07-09,draft
YF00076,open,open,chart,chart.result[].indicators.quote[].open[],indicators.quote[],array[double],ROWS,"DECIMAL(28,10)",Most,OHLCV,Open price per timestamp,Price/currency units,,Per bar,Yes,Common,Stable,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,190.00,,timestamp;high;low;close,Align by timestamp index,Map,Flatten aligned arrays by timestamp index,ohlcv,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Null is valid for missing bars.,v0.3.0,2026-07-09,draft
YF00077,high,high,chart,chart.result[].indicators.quote[].high[],indicators.quote[],array[double],ROWS,"DECIMAL(28,10)",Most,OHLCV,High price per timestamp,Price/currency units,,Per bar,Yes,Common,Stable,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,191.20,,open;low;close,high >= low; high >= open/close when all present,Map,Flatten aligned arrays by timestamp index,ohlcv,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Null is valid for missing bars.,v0.3.0,2026-07-09,draft
YF00078,low,low,chart,chart.result[].indicators.quote[].low[],indicators.quote[],array[double],ROWS,"DECIMAL(28,10)",Most,OHLCV,Low price per timestamp,Price/currency units,,Per bar,Yes,Common,Stable,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,188.80,,open;high;close,low <= high; low <= open/close when all present,Map,Flatten aligned arrays by timestamp index,ohlcv,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Null is valid for missing bars.,v0.3.0,2026-07-09,draft
YF00079,close,close,chart,chart.result[].indicators.quote[].close[],indicators.quote[],array[double],ROWS,"DECIMAL(28,10)",Most,OHLCV,Close price per timestamp,Price/currency units,,Per bar,Yes,Common,Stable,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,190.54,,timestamp;adjclose,Align by timestamp index,Map,Flatten aligned arrays by timestamp index,ohlcv,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits","For intraday, latest close can represent last bar.",v0.3.0,2026-07-09,draft
YF00080,volume,volume,chart,chart.result[].indicators.quote[].volume[],indicators.quote[],array[integer],ROWS,BIGINT,Equity;ETF;CEF;Crypto;Future,OHLCV,Volume per timestamp,Shares/contracts/units,,Per bar,Yes,Common,Stable,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,38321242,,timestamp;close,Must be >= 0 or null,Map,Flatten aligned arrays by timestamp index,volume,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Often zero/missing for forex and some indices.,v0.3.0,2026-07-09,draft
YF00081,adjclose,adj_close,chart,chart.result[].indicators.adjclose[].adjclose[],indicators.adjclose[],array[double],ROWS,"DECIMAL(28,10)",Equity;ETF;CEF;Fund,Adjusted Close,Adjusted close per timestamp,Price/currency units,,Per bar,Yes,Conditional,Common,Seeded from prior reference,AAPL;MSFT;SPY;QQQI;PDI;NAC;VTSAX;XNACX;^GSPC;^TNX;BTC-USD;ETH-USD;EURUSD=X;GBPUSD=X;CL=F;ZT=F,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,189.88,,close;events,Align by timestamp index,Map,Flatten aligned arrays by timestamp index,ohlcv,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",May be absent for intraday or some asset types.,v0.3.0,2026-07-09,draft
YF00082,dividend_amount,dividend_amount,chart,chart.result[].events.dividends.<date>.amount,events.dividends,number,DECIMAL,"DECIMAL(18,8)",Equity;ETF;CEF;Fund,Dividend Event,Dividend/distribution amount from chart events,Currency/share or unit,,Event-driven,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,0.24,,dividend_date,Must be >= 0 if present,Map,Normalize as corporate_actions/dividends table or attach to matching chart timestamp,event,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Normalize to separate events table or repeat on matching timestamp.,v0.3.0,2026-07-09,draft
YF00083,dividend_date,dividend_date_epoch_s,chart,chart.result[].events.dividends.<date>.date,events.dividends,unix seconds,DATETIME,BIGINT + TIMESTAMP,Equity;ETF;CEF;Fund,Dividend Event,Dividend/distribution event date,Unix seconds,,Event-driven,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,1689206400,,dividend_amount,Convert from Unix seconds,Map,Normalize as corporate_actions/dividends table or attach to matching chart timestamp,event,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Event object keys are timestamp-like strings.,v0.3.0,2026-07-09,draft
YF00084,split_numerator,split_numerator,chart,chart.result[].events.splits.<date>.numerator,events.splits,number,DECIMAL,"DECIMAL(18,8)",Equity;ETF,Split Event,Split numerator,Ratio component,,Event-driven,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,4,,split_denominator;split_ratio,Must be > 0 if present,Map,Normalize as corporate_actions/dividends table or attach to matching chart timestamp,event,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Normalize to events table.,v0.3.0,2026-07-09,draft
YF00085,split_denominator,split_denominator,chart,chart.result[].events.splits.<date>.denominator,events.splits,number,DECIMAL,"DECIMAL(18,8)",Equity;ETF,Split Event,Split denominator,Ratio component,,Event-driven,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,1,,split_numerator;split_ratio,Must be > 0 if present,Map,Normalize as corporate_actions/dividends table or attach to matching chart timestamp,event,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Normalize to events table.,v0.3.0,2026-07-09,draft
YF00086,split_ratio,split_ratio,chart,chart.result[].events.splits.<date>.splitRatio,events.splits,string,TEXT,VARCHAR(32),Equity;ETF,Split Event,Split ratio display string,Ratio text,,Event-driven,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,4:1,,split_numerator;split_denominator,Text ratio if present,Map,Normalize as corporate_actions/dividends table or attach to matching chart timestamp,event,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Keep numerator/denominator as numeric fields too.,v0.3.0,2026-07-09,draft
YF00087,split_date,split_date_epoch_s,chart,chart.result[].events.splits.<date>.date,events.splits,unix seconds,DATETIME,BIGINT + TIMESTAMP,Equity;ETF,Split Event,Split event date,Unix seconds,,Event-driven,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,1597622400,,split_ratio,Convert from Unix seconds,Map,Normalize as corporate_actions/dividends table or attach to matching chart timestamp,event,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits",Event object keys are timestamp-like strings.,v0.3.0,2026-07-09,draft
YF00088,underlyingSymbol,underlying_symbol,options,optionChain.result[].underlyingSymbol,optionChain.result[],string,TEXT,VARCHAR(32),Optionable Equity/ETF,Identification,Underlying symbol for the option chain,,,Static except ticker changes,No,Common,Stable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,AAPL,,quote.symbol,Must not be blank,Map,Normalize calls and puts into one option_contracts table,key,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Repeat on every option contract row.,v0.3.0,2026-07-09,draft
YF00089,expirationDates,expiration_dates_json,options,optionChain.result[].expirationDates[],optionChain.result[],array[unix seconds],JSON/TEXT,JSON,Optionable Equity/ETF,Options,Available option expiration dates,Unix seconds,,Per request,Yes,Common,Common,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,[1703203200],,options.expirationDate,Store as JSON or child rows,Map,Normalize calls and puts into one option_contracts table,array,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Useful to schedule follow-up captures.,v0.3.0,2026-07-09,draft
YF00090,hasMiniOptions,has_mini_options,options,optionChain.result[].hasMiniOptions,optionChain.result[],boolean,BOOLEAN,BOOLEAN,Optionable Equity/ETF,Options,Whether Yahoo reports mini options for the underlying,,,Per request,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,false,,contractSize,Boolean if present,Map,Normalize calls and puts into one option_contracts table,status,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Do not infer from absent field.,v0.3.0,2026-07-09,draft
YF00091,expirationDate,chain_expiration_date_epoch_s,options,optionChain.result[].options[].expirationDate,options[],unix seconds,DATETIME,BIGINT + TIMESTAMP,Options,Options,Expiration date for the options group,Unix seconds,,Per expiration,No,Common,Stable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,1703203200,,expirationDates,Convert from Unix seconds,Map,Normalize calls and puts into one option_contracts table,time,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Repeat on every contract in expiration group.,v0.3.0,2026-07-09,draft
YF00092,contractSymbol,option_contract_symbol,options,optionChain.result[].options[].calls[].contractSymbol; optionChain.result[].options[].puts[].contractSymbol,calls[]/puts[],string,TEXT,VARCHAR(64),Options,Options,Yahoo option contract symbol,,,Static,No,Common,Stable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,AAPL240119C00190000,,underlyingSymbol;strike;expiration,Must not be blank on contract row,Map,Normalize calls and puts into one option_contracts table,key,https://query1.finance.yahoo.com/v7/finance/options/AAPL,One row per contract; infer option_side from parent array.,v0.3.0,2026-07-09,draft
YF00093,optionSide,option_side,options,Inferred from calls[] or puts[] parent array,calls[]/puts[],derived enum,TEXT,VARCHAR(4),Options,Options,Call/put side inferred from parent array,,optionSide,Per contract,No,Derived,Stable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,CALL,"parent array calls[] => CALL, puts[] => PUT",contractSymbol,Must be CALL or PUT,Map,Normalize calls and puts into one option_contracts table,derived,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Not a Yahoo field; parser-derived.,v0.3.0,2026-07-09,draft
YF00094,strike,strike,options,optionChain.result[].options[].calls[].strike; optionChain.result[].options[].puts[].strike,calls[]/puts[],number,DECIMAL,"DECIMAL(28,10)",Options,Options,Option strike price,Price/currency units,,Per contract,No,Common,Stable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,190.0,,contractSymbol,Must be >= 0,Map,Normalize calls and puts into one option_contracts table,price,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Field names overlap quote fields; qualify path.,v0.3.0,2026-07-09,draft
YF00095,lastPrice,last_price,options,optionChain.result[].options[].calls[].lastPrice; optionChain.result[].options[].puts[].lastPrice,calls[]/puts[],number,DECIMAL,"DECIMAL(28,10)",Options,Options,Last traded option price,Price/currency units,,Intraday/delayed,Yes,Common,Variable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,5.40,,bid;ask,Must be >= 0 if present,Map,Normalize calls and puts into one option_contracts table,price,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Can be stale if no recent trades.,v0.3.0,2026-07-09,draft
YF00096,change,change,options,optionChain.result[].options[].calls[].change; optionChain.result[].options[].puts[].change,calls[]/puts[],number,DECIMAL,"DECIMAL(28,10)",Options,Options,Option price change,Price/currency units,,Intraday/delayed,Yes,Conditional,Variable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,0.20,,lastPrice,Soft validation only,Map,Normalize calls and puts into one option_contracts table,price_change,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Yahoo-derived.,v0.3.0,2026-07-09,draft
YF00097,percentChange,percent_change,options,optionChain.result[].options[].calls[].percentChange; optionChain.result[].options[].puts[].percentChange,calls[]/puts[],number,DECIMAL,"DECIMAL(18,8)",Options,Options,Option percent change,Percent units,,Intraday/delayed,Yes,Conditional,Variable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,3.85,,change;lastPrice,Soft validation only,Map,Normalize calls and puts into one option_contracts table,percent,https://query1.finance.yahoo.com/v7/finance/options/AAPL,"Percent unit, not decimal fraction.",v0.3.0,2026-07-09,draft
YF00098,option_volume,volume,options,optionChain.result[].options[].calls[].volume; optionChain.result[].options[].puts[].volume,calls[]/puts[],integer,INTEGER,BIGINT,Options,Options,Option contract volume,Contracts,,Intraday/delayed,Yes,Conditional,Variable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,100,,openInterest,Must be >= 0 if present,Map,Normalize calls and puts into one option_contracts table,volume,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Name collides with chart/quote volume; use canonical prefix if needed.,v0.3.0,2026-07-09,draft
YF00099,openInterest,open_interest,options,optionChain.result[].options[].calls[].openInterest; optionChain.result[].options[].puts[].openInterest,calls[]/puts[],integer,INTEGER,BIGINT,Options,Options,Open interest,Contracts,,Daily,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,500,,volume,Must be >= 0 if present,Map,Normalize calls and puts into one option_contracts table,volume,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Often refreshed daily.,v0.3.0,2026-07-09,draft
YF00100,bid,option_bid,options,optionChain.result[].options[].calls[].bid; optionChain.result[].options[].puts[].bid,calls[]/puts[],number,DECIMAL,"DECIMAL(28,10)",Options,Options,Option bid price,Price/currency units,,Intraday/delayed,Yes,Common,Variable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,5.35,,ask,ask >= bid when both present and nonzero,Map,Normalize calls and puts into one option_contracts table,bidask,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Qualify because quote endpoint also has bid.,v0.3.0,2026-07-09,draft
YF00101,ask,option_ask,options,optionChain.result[].options[].calls[].ask; optionChain.result[].options[].puts[].ask,calls[]/puts[],number,DECIMAL,"DECIMAL(28,10)",Options,Options,Option ask price,Price/currency units,,Intraday/delayed,Yes,Common,Variable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,5.55,,bid,ask >= bid when both present and nonzero,Map,Normalize calls and puts into one option_contracts table,bidask,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Qualify because quote endpoint also has ask.,v0.3.0,2026-07-09,draft
YF00102,contractSize,contract_size,options,optionChain.result[].options[].calls[].contractSize; optionChain.result[].options[].puts[].contractSize,calls[]/puts[],string enum,TEXT,VARCHAR(16),Options,Options,Contract size classification,,contractSize,Static,Yes,Common,Stable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,REGULAR,,hasMiniOptions,"Validate against enum table, warn on unknown",Map,Normalize calls and puts into one option_contracts table,classification,https://query1.finance.yahoo.com/v7/finance/options/AAPL,REGULAR most common.,v0.3.0,2026-07-09,draft
